PID,FID
8585,365
8586,57
8587,93
8588,382
8589,242
8590,54
8591,36
8592,280
8593,149
8594,214
8595,390
8596,208
8597,309
8598,32
8599,52
8600,134
8601,11
8602,150
8603,318
8604,121
8605,323
8606,358
8607,127
8608,147
8609,311
8610,103
8611,294
8612,286
8613,151
8614,63
8615,344
8616,286
8617,237
8618,21
8619,373
8620,228
8621,106
8622,210
8623,17
8624,159
8625,16
8626,337
8627,304
8628,127
8629,341
8630,381
8631,251
8632,156
8633,4
8634,148
8635,203
8636,348
8637,127
8638,283
8639,355
8640,411
8641,26
8642,106
8643,151
8644,4
8645,397
8646,76
8647,185
8648,325
8649,84
8650,293
8651,97
8652,22
8653,114
8654,162
8655,356
8656,318
8657,162
8658,156
8659,135
8660,139
8661,59
8662,382
8663,147
8664,64
8665,274
8666,136
8667,198
8668,161
8669,122
8670,51
8671,325
8672,183
8673,288
8674,290
8675,153
8676,150
8677,363
8678,412
8679,269
8680,32
8681,79
8682,90
8683,99
8684,264
8685,29
8686,289
8687,87
8688,146
8689,372
8690,68
8691,322
8692,84
8693,59
8694,131
8695,4
8696,85
8697,229
8698,221
8699,5
8700,222
8701,180
8702,256
8703,209
8704,162
8705,221
8706,133
8707,154
8708,10
8709,132
8710,74
8711,57
8712,408
8713,41
8714,196
8715,231
8716,348
8717,17
8718,287
8719,133
8720,357
8721,395
8722,31
8723,59
8724,332
8725,105
8726,111
8727,232
8728,360
8729,259
8730,34
8731,356
8732,57
8733,391
8734,250
8735,63
8736,32
8737,242
8738,253
8739,49
8740,107
8741,256
8742,348
8743,253
8744,88
8745,329
8746,97
8747,222
8748,101
8749,147
8750,185
8751,218
8752,104
8753,226
8754,115
8755,20
8756,254
8757,130
8758,272
8759,410
8760,237
8761,138
8762,358
8763,32
8764,356
8765,63
8766,161
8767,95
8768,93
8769,333
8770,119
8771,22
8772,149
8773,248
8774,20
8775,27
8776,122
8777,219
8778,350
8779,105
8780,231
8781,85
8782,210
8783,8
8784,253
8785,55
8786,29
8787,197
8788,269
8789,147
8790,338
8791,202
8792,77
8793,258
8794,43
8795,357
8796,52
8797,175
8798,278
8799,106
8800,39
8801,300
8802,339
8803,23
8804,234
8805,236
8806,65
8807,81
8808,139
8809,150
8810,85
8811,210
8812,331
8813,248
8814,52
8815,191
8816,204
8817,136
8818,284
8819,158
8820,396
8821,22
8822,128
8823,251
8824,118
8825,342
8826,196
8827,124
8828,98
8829,85
8830,120
8831,359
8832,118
8833,28
8834,77
8835,70
8836,107
8837,396
8838,258
8839,334
8840,324
8841,111
8842,219
8843,61
8844,11
8845,34
8846,273
8847,32
8848,216
8849,369
8850,88
8851,76
8852,415
8853,231
8854,12
8855,311
8856,233
8857,258
8858,116
8859,200
8860,229
8861,331
8862,80
8863,307
8864,350
8865,204
8866,288
8867,4
8868,55
8869,224
8870,130
8871,93
8872,313
8873,128
8874,257
8875,104
8876,255
8877,152
8878,143
8879,208
8880,32
8881,252
8882,200
8883,206
8884,227
8885,218
8886,212
8887,187
8888,165
8889,80
8890,409
8891,7
8892,354
8893,78
8894,123
8895,182
8896,47
8897,209
8898,73
8899,216
8900,152
8901,132
8902,148
8903,9
8904,341
8905,141
8906,375
8907,256
8908,371
8909,348
8910,125
8911,54
8912,352
8913,96
8914,103
8915,140
8916,129
8917,111
8918,236
8919,36
8920,301
8921,71
8922,152
8923,56
8924,242
8925,213
8926,392
8927,353
8928,22
8929,56
8930,52
8931,294
8932,162
8933,321
8934,288
8935,265
8936,43
8937,28
8938,293
8939,319
8940,319
8941,278
8942,380
8943,391
8944,399
8945,221
8946,107
8947,84
8948,382
8949,58
8950,331
8951,31
8952,112
8953,12
8954,77
8955,337
8956,3
8957,41
8958,394
8959,262
8960,408
8961,62
8962,113
8963,254
8964,108
8965,86
8966,392
8967,174
8968,321
8969,48
8970,329
8971,67
8972,35
8973,198
8974,143
8975,305
8976,385
8977,34
8978,316
8979,400
8980,327
8981,256
8982,343
8983,120
8984,184
8985,263
8986,52
8987,185
8988,360
8989,128
8990,70
8991,385
8992,135
8993,378
8994,118
8995,147
8996,303
8997,6
8998,73
8999,86
9000,265
9001,86
9002,52
9003,387
9004,56
9005,262
9006,335
9007,361
9008,142
9009,82
9010,91
9011,218
9012,282
9013,231
9014,16
9015,293
9016,272
9017,92
9018,152
9019,365
9020,128
9021,141
9022,218
9023,151
9024,93
9025,287
9026,358
9027,123
9028,390
9029,126
9030,57
9031,344
9032,92
9033,345
9034,220
9035,54
9036,155
9037,123
9038,250
9039,24
9040,325
9041,127
9042,245
9043,151
9044,342
9045,200
9046,274
9047,64
9048,57
9049,303
9050,310
9051,123
9052,382
9053,92
9054,4
9055,204
9056,324
9057,146
9058,29
9059,69
9060,401
9061,317
9062,345
9063,399
9064,376
9065,336
9066,281
9067,13
9068,190
9069,397
9070,69
9071,40
9072,319
9073,367
9074,12
9075,113
9076,362
9077,44
9078,292
9079,111
9080,94
9081,84
9082,380
9083,226
9084,23
9085,282
9086,155
9087,33
9088,77
9089,114
9090,169
9091,53
9092,304
9093,0
9094,82
9095,381
9096,96
9097,123
9098,161
9099,113
9100,83
9101,23
9102,110
9103,59
9104,318
9105,359
9106,105
9107,39
9108,300
9109,46
9110,102
9111,123
9112,226
9113,36
9114,76
9115,288
9116,181
9117,143
9118,283
9119,12
9120,360
9121,275
9122,74
9123,298
9124,18
9125,375
9126,104
9127,287
9128,259
9129,389
9130,119
9131,82
9132,111
9133,364
9134,45
9135,26
9136,204
9137,316
9138,32
9139,147
9140,349
9141,13
9142,256
9143,65
9144,138
9145,254
9146,174
9147,287
9148,282
9149,93
9150,67
9151,70
9152,185
9153,277
9154,16
9155,330
9156,241
9157,151
9158,296
9159,244
9160,229
9161,86
9162,12
9163,351
9164,321
9165,112
9166,25
9167,88
9168,203
9169,35
9170,290
9171,130
9172,36
9173,73
9174,57
9175,191
9176,1
9177,326
9178,197
9179,371
9180,385
9181,209
9182,76
9183,185
9184,194
9185,112
9186,296
9187,286
9188,38
9189,213
9190,279
9191,251
9192,101
9193,180
9194,45
9195,113
9196,40
9197,354
9198,28
9199,239
9200,11
9201,345
9202,332
9203,124
9204,57
9205,143
9206,161
9207,207
9208,199
9209,145
9210,20
9211,195
9212,39
9213,108
9214,21
9215,347
9216,47
9217,356
9218,61
9219,284
9220,385
9221,2
9222,333
9223,147
9224,253
9225,144
9226,81
9227,298
9228,82
9229,101
9230,380
9231,335
9232,63
9233,242
9234,155
9235,143
9236,148
9237,27
9238,184
9239,224
9240,278
9241,75
9242,245
9243,198
9244,374
9245,129
9246,156
9247,366
9248,260
9249,390
9250,148
9251,68
9252,393
9253,316
9254,65
9255,277
9256,78
9257,404
9258,218
9259,41
9260,89
9261,4
9262,311
9263,240
9264,285
9265,274
9266,149
9267,229
9268,267
9269,307
9270,17
9271,376
9272,333
9273,308
9274,218
9275,10
9276,158
9277,227
9278,112
9279,211
9280,97
9281,278
9282,213
9283,306
9284,94
9285,11
9286,124
9287,127
9288,237
9289,81
9290,308
9291,49
9292,182
9293,247
9294,46
9295,301
9296,221
9297,127
9298,57
9299,339
9300,82
9301,379
9302,357
9303,262
9304,144
9305,39
9306,102
9307,222
9308,323
9309,25
9310,382
9311,234
9312,152
9313,82
9314,276
9315,381
9316,31
9317,213
9318,230
9319,42
9320,53
9321,82
9322,248
9323,313
9324,151
9325,399
9326,318
9327,157
9328,256
9329,154
9330,291
9331,8
9332,226
9333,198
9334,96
9335,137
9336,195
9337,188
9338,297
9339,18
9340,202
9341,234
9342,5
9343,152
9344,82
9345,25
9346,372
9347,363
9348,45
9349,221
9350,335
9351,253
9352,124
9353,243
9354,9
9355,265
9356,135
9357,403
9358,312
9359,35
9360,46
9361,230
9362,323
9363,23
9364,354
9365,381
9366,337
9367,199
9368,16
9369,124
9370,295
9371,108
9372,146
9373,52
9374,299
9375,351
9376,282
9377,369
9378,114
9379,58
9380,62
9381,231
9382,154
9383,306
9384,193
9385,64
9386,104
9387,343
9388,32
9389,221
9390,399
9391,143
9392,136
9393,151
9394,46
9395,175
9396,273
9397,333
9398,210
9399,74
9400,360
9401,273
9402,269
9403,133
9404,147
9405,205
9406,248
9407,396
9408,214
9409,216
9410,376
9411,51
9412,416
9413,180
9414,232
9415,73
9416,88
9417,248
9418,121
9419,201
9420,108
9421,44
9422,93
9423,205
9424,414
9425,394
9426,118
9427,109
9428,364
9429,380
9430,331
9431,110
9432,377
9433,146
9434,394
9435,395
9436,40
9437,108
9438,246
9439,285
9440,229
9441,222
9442,138
9443,245
9444,294
9445,265
9446,184
9447,146
9448,41
9449,393
9450,78
9451,57
9452,140
9453,191
9454,304
9455,68
9456,194
9457,225
9458,300
9459,218
9460,266
9461,185
9462,142
9463,345
9464,133
9465,403
9466,113
9467,147
9468,341
9469,253
9470,132
9471,40
9472,283
9473,234
9474,384
9475,97
9476,364
9477,88
9478,245
9479,77
9480,339
9481,25
9482,0
9483,391
9484,127
9485,179
9486,177
9487,293
9488,248
9489,328
9490,275
9491,305
9492,225
9493,128
9494,122
9495,114
9496,402
9497,289
9498,243
9499,415
9500,0
9501,220
9502,234
9503,3
9504,232
9505,262
9506,278
9507,81
9508,282
9509,222
9510,315
9511,69
9512,290
9513,235
9514,148
9515,116
9516,9
9517,272
9518,354
9519,315
9520,403
9521,23
9522,380
9523,119
9524,42
9525,258
9526,45
9527,220
9528,277
9529,408
9530,220
9531,43
9532,57
9533,40
9534,348
9535,244
9536,364
9537,277
9538,112
9539,108
9540,156
9541,113
9542,352
9543,252
9544,244
9545,203
9546,138
9547,131
9548,206
9549,344
9550,98
9551,106
9552,244
9553,119
9554,24
9555,368
9556,51
9557,251
9558,152
9559,169
9560,26
9561,324
9562,217
9563,359
9564,268
9565,149
9566,199
9567,54
9568,213
9569,45
9570,360
9571,150
9572,40
9573,200
9574,375
9575,364
9576,161
9577,313
9578,198
9579,28
9580,377
9581,51
9582,231
9583,57
9584,170
9585,373
9586,152
9587,124
9588,59
9589,306
9590,37
9591,261
9592,125
9593,382
9594,159
9595,186
9596,289
9597,6
9598,275
9599,24
9600,205
9601,341
9602,249
9603,201
9604,30
9605,129
9606,46
9607,115
9608,405
9609,383
9610,169
9611,0
9612,136
9613,71
9614,238
9615,2
9616,328
9617,196
9618,195
9619,291
9620,191
9621,307
9622,140
9623,84
9624,161
9625,249
9626,68
9627,103
9628,53
9629,133
9630,27
9631,290
9632,311
9633,347
9634,195
9635,16
9636,405
9637,48
9638,337
9639,5
9640,26
9641,137
9642,111
9643,309
9644,79
9645,19
9646,176
9647,348
9648,91
9649,152
9650,290
9651,106
9652,109
9653,152
9654,52
9655,5
9656,296
9657,222
9658,183
9659,329
9660,310
9661,58
9662,80
9663,98
9664,4
9665,16
9666,411
9667,333
9668,23
9669,147
9670,67
9671,357
9672,210
9673,202
9674,263
9675,167
9676,333
9677,346
9678,63
9679,155
9680,35
9681,46
9682,52
9683,120
9684,305
9685,23
9686,288
9687,348
9688,197
9689,58
9690,202
9691,7
9692,315
9693,102
9694,200
9695,231
9696,119
9697,112
9698,335
9699,404
9700,92
9701,130
9702,100
9703,332
9704,87
9705,226
9706,305
9707,210
9708,27
9709,152
9710,54
9711,152
9712,132
9713,332
9714,81
9715,43
9716,264
9717,235
9718,49
9719,186
9720,295
9721,109
9722,197
9723,86
9724,219
9725,87
9726,210
9727,278
9728,95
9729,22
9730,214
9731,153
9732,262
9733,87
9734,186
9735,224
9736,171
9737,323
9738,356
9739,272
9740,38
9741,210
9742,11
9743,123
9744,223
9745,9
9746,87
9747,103
9748,353
9749,247
9750,366
9751,303
9752,110
9753,307
9754,74
9755,58
9756,306
9757,200
9758,118
9759,108
9760,383
9761,119
9762,230
9763,53
9764,233
9765,381
9766,231
9767,273
9768,69
9769,322
9770,256
9771,361
9772,127
9773,69
9774,11
9775,265
9776,246
9777,205
9778,31
9779,35
9780,346
9781,150
9782,1
9783,155
9784,65
9785,57
9786,222
9787,221
9788,27
9789,239
9790,135
9791,377
9792,134
9793,214
9794,367
9795,23
9796,112
9797,277
9798,357
9799,236
9800,278
9801,159
9802,411
9803,37
9804,395
9805,383
9806,151
9807,1
9808,188
9809,141
9810,75
9811,320
9812,107
9813,260
9814,212
9815,24
9816,215
9817,145
9818,321
9819,246
9820,366
9821,33
9822,139
9823,38
9824,121
9825,112
9826,6
9827,9
9828,131
9829,156
9830,395
9831,10
9832,133
9833,111
9834,24
9835,161
9836,262
9837,9
9838,37
9839,400
9840,200
9841,345
9842,360
9843,18
9844,242
9845,374
9846,285
9847,27
9848,82
9849,15
9850,156
9851,230
9852,331
9853,397
9854,51
9855,356
9856,183
9857,108
9858,182
9859,337
9860,51
9861,111
9862,402
9863,97
9864,363
9865,133
9866,275
9867,229
9868,28
9869,282
9870,306
9871,123
9872,157
9873,153
9874,271
9875,187
9876,409
9877,48
9878,88
9879,154
9880,317
9881,140
9882,315
9883,165
9884,237
9885,286
9886,59
9887,209
9888,25
9889,46
9890,96
9891,49
9892,71
9893,297
9894,77
9895,235
9896,152
9897,243
9898,27
9899,367
9900,156
9901,115
9902,28
9903,299
9904,300
9905,97
9906,123
9907,81
9908,391
9909,93
9910,68
9911,248
9912,9
9913,220
9914,103
9915,125
9916,225
9917,341
9918,244
9919,61
9920,399
9921,10
9922,188
9923,62
9924,94
9925,153
9926,278
9927,285
9928,277
9929,200
9930,388
9931,135
9932,386
9933,189
9934,160
9935,197
9936,143
9937,0
9938,232
9939,260
9940,82
9941,347
9942,58
9943,245
9944,147
9945,282
9946,405
9947,364
9948,233
9949,68
9950,95
9951,358
9952,143
9953,115
9954,129
9955,257
9956,65
9957,185
9958,88
9959,234
9960,149
9961,219
9962,335
9963,210
9964,321
9965,28
9966,88
9967,30
9968,265
9969,159
9970,67
9971,126
9972,214
9973,45
9974,124
9975,364
9976,179
9977,146
9978,273
9979,9
9980,184
9981,64
9982,1
9983,22
9984,58
9985,134
9986,241
9987,27
9988,347
9989,102
9990,179
9991,317
9992,221
9993,123
9994,338
9995,341
9996,375
9997,284
9998,310
9999,255
10000,246
10001,136
10002,114
10003,398
10004,127
10005,266
10006,124
10007,319
10008,184
10009,241
10010,236
10011,61
10012,344
10013,67
10014,108
10015,42
10016,94
10017,152
10018,114
10019,46
10020,203
10021,92
10022,298
10023,33
10024,265
10025,149
10026,203
10027,224
10028,337
10029,144
10030,341
10031,40
10032,1
10033,150
10034,231
10035,73
10036,131
10037,132
10038,128
10039,142
10040,44
10041,348
10042,391
10043,257
10044,231
10045,148
10046,128
10047,377
10048,267
10049,61
10050,251
10051,182
10052,145
10053,186
10054,282
10055,96
10056,268
10057,266
10058,242
10059,242
10060,298
10061,222
10062,378
10063,108
10064,254
10065,28
10066,304
10067,299
10068,234
10069,0
10070,118
10071,199
10072,381
10073,260
10074,77
10075,47
10076,6
10077,161
10078,214
10079,395
10080,324
10081,248
10082,28
10083,356
10084,332
10085,403
10086,138
10087,339
10088,249
10089,142
10090,404
10091,241
10092,123
10093,110
10094,328
10095,162
10096,163
10097,10
10098,198
10099,287
10100,352
10101,248
10102,28
10103,114
10104,157
10105,56
10106,319
10107,40
10108,86
10109,147
10110,97
10111,132
10112,203
10113,57
10114,195
10115,398
10116,144
10117,194
10118,67
10119,274
10120,108
10121,155
10122,246
10123,278
10124,87
10125,221
10126,3
10127,300
10128,348
10129,17
10130,71
10131,82
10132,251
10133,358
10134,294
10135,77
10136,97
10137,386
10138,166
10139,27
10140,389
10141,148
10142,96
10143,152
10144,81
10145,22
10146,381
10147,395
10148,37
10149,205
10150,257
10151,59
10152,230
10153,184
10154,365
10155,49
10156,271
10157,380
10158,108
10159,380
10160,326
10161,349
10162,117
10163,337
10164,115
10165,3
10166,240
10167,11
10168,215
10169,117
10170,43
10171,103
10172,81
10173,358
10174,193
10175,23
10176,148
10177,89
10178,180
10179,130
10180,308
10181,44
10182,38
10183,5
10184,232
10185,255
10186,372
10187,93
10188,326
10189,29
10190,262
10191,380
10192,14
10193,253
10194,334
10195,98
10196,167
10197,106
10198,69
10199,3
10200,287
10201,378
10202,7
10203,322
10204,105
10205,363
10206,358
10207,75
10208,116
10209,115
10210,343
10211,155
10212,58
10213,174
10214,248
10215,154
10216,129
10217,143
10218,250
10219,320
10220,61
10221,240
10222,392
10223,397
10224,40
10225,32
10226,355
10227,249
10228,17
10229,143
10230,88
10231,372
10232,192
10233,256
10234,54
10235,14
10236,391
10237,34
10238,23
10239,197
10240,189
10241,277
10242,358
10243,69
10244,385
10245,11
10246,151
10247,323
10248,0
10249,363
10250,171
10251,159
10252,387
10253,25
10254,52
10255,350
10256,149
10257,89
10258,381
10259,377
10260,132
10261,34
10262,335
10263,22
10264,248
10265,23
10266,99
10267,257
10268,120
10269,36
10270,164
10271,274
10272,287
10273,146
10274,287
10275,226
10276,48
10277,209
10278,228
10279,380
10280,24
10281,72
10282,238
10283,330
10284,382
10285,138
10286,296
10287,104
10288,34
10289,151
10290,220
10291,272
10292,152
10293,32
10294,138
10295,75
10296,37
10297,298
10298,14
10299,225
10300,13
10301,248
10302,249
10303,278
10304,374
10305,312
10306,347
10307,280
10308,113
10309,244
10310,97
10311,152
10312,78
10313,212
10314,40
10315,22
10316,88
10317,118
10318,229
10319,12
10320,337
10321,302
10322,231
10323,344
10324,328
10325,307
10326,171
10327,378
10328,367
10329,37
10330,93
10331,143
10332,140
10333,395
10334,45
10335,361
10336,337
10337,159
10338,237
10339,240
10340,120
10341,281
10342,14
10343,169
10344,302
10345,301
10346,44
10347,310
10348,230
10349,296
10350,343
10351,234
10352,88
10353,393
10354,162
10355,343
10356,207
10357,8
10358,251
10359,251
10360,4
10361,96
10362,26
10363,22
10364,375
10365,85
10366,92
10367,6
10368,235
10369,318
10370,348
10371,104
10372,344
10373,32
10374,241
10375,150
10376,122
10377,192
10378,317
10379,204
10380,11
10381,11
10382,224
10383,341
10384,363
10385,34
10386,98
10387,68
10388,43
10389,2
10390,214
10391,331
10392,191
10393,83
10394,210
10395,52
10396,195
10397,286
10398,257
10399,211
10400,119
10401,69
10402,103
10403,220
10404,392
10405,85
10406,261
10407,74
10408,59
10409,29
10410,207
10411,200
10412,29
10413,147
10414,399
10415,285
10416,265
10417,118
10418,102
10419,23
10420,214
10421,103
10422,139
10423,285
10424,377
10425,362
10426,1
10427,278
10428,51
10429,347
10430,78
10431,116
10432,91
10433,208
10434,308
10435,348
10436,76
10437,324
10438,205
10439,12
10440,85
10441,89
10442,261
10443,150
10444,61
10445,395
10446,113
10447,147
10448,58
10449,294
10450,87
10451,384
10452,126
10453,382
10454,383
10455,136
10456,195
10457,310
10458,84
10459,209
10460,50
10461,306
10462,145
10463,229
10464,216
10465,108
10466,117
10467,71
10468,314
10469,393
10470,27
10471,260
10472,239
10473,279
10474,236
10475,305
10476,61
10477,177
10478,62
10479,210
10480,119
10481,130
10482,147
10483,361
10484,2
10485,142
10486,211
10487,11
10488,16
10489,238
10490,186
10491,147
10492,86
10493,138
10494,104
10495,342
10496,346
10497,245
10498,380
10499,108
10500,299
10501,134
10502,136
10503,327
10504,215
10505,372
10506,352
10507,10
10508,189
10509,370
10510,113
10511,80
10512,251
10513,150
10514,243
10515,56
10516,313
10517,89
10518,47
10519,80
10520,325
10521,195
10522,68
10523,77
10524,154
10525,225
10526,293
10527,214
10528,94
10529,11
10530,158
10531,158
10532,286
10533,15
10534,178
10535,323
10536,218
10537,79
10538,44
10539,226
10540,384
10541,142
10542,342
10543,372
10544,29
10545,279
10546,406
10547,33
10548,398
10549,157
10550,248
10551,61
10552,256
10553,87
10554,337
10555,81
10556,10
10557,284
10558,161
10559,152
10560,250
10561,14
10562,189
10563,210
10564,290
10565,227
10566,53
10567,20
10568,292
10569,149
10570,356
10571,17
10572,133
10573,280
10574,98
10575,331
10576,136
10577,14
10578,23
10579,143
10580,85
10581,247
10582,63
10583,229
10584,293
10585,21
10586,119
10587,131
10588,110
10589,265
10590,57
10591,50
10592,389
10593,22
10594,9
10595,89
10596,202
10597,26
10598,157
10599,277
10600,360
10601,266
10602,120
10603,317
10604,24
10605,271
10606,252
10607,57
10608,55
10609,147
10610,11
10611,19
10612,330
10613,206
10614,349
10615,143
10616,143
10617,182
10618,47
10619,242
10620,293
10621,366
10622,35
10623,126
10624,310
10625,70
10626,271
10627,118
10628,262
10629,305
10630,327
10631,11
10632,292
10633,346
10634,415
10635,23
10636,118
10637,128
10638,87
10639,215
10640,75
10641,372
10642,391
10643,225
10644,36
10645,75
10646,22
10647,15
10648,395
10649,91
10650,149
10651,9
10652,253
10653,104
10654,88
10655,297
10656,57
10657,87
10658,39
10659,92
10660,272
10661,311
10662,365
10663,245
10664,386
10665,43
10666,349
10667,227
10668,124
10669,376
10670,64
10671,83
10672,291
10673,332
10674,71
10675,249
10676,106
10677,341
10678,383
10679,65
10680,11
10681,394
10682,191
10683,166
10684,397
10685,112
10686,325
10687,221
10688,234
10689,366
10690,84
10691,76
10692,142
10693,123
10694,150
10695,23
10696,152
10697,279
10698,400
10699,0
10700,141
10701,189
10702,70
10703,98
10704,36
10705,284
10706,317
10707,115
10708,330
10709,152
10710,21
10711,102
10712,283
10713,117
10714,56
10715,203
10716,60
10717,247
10718,118
10719,225
10720,290
10721,16
10722,106
10723,239
10724,85
10725,378
10726,139
10727,38
10728,287
10729,133
10730,240
10731,28
10732,217
10733,150
10734,141
10735,72
10736,57
10737,82
10738,331
10739,88
10740,116
10741,200
10742,385
10743,64
10744,360
10745,201
10746,361
10747,281
10748,210
10749,228
10750,157
10751,384
10752,58
10753,261
10754,97
10755,380
10756,298
10757,30
10758,203
10759,144
10760,397
10761,226
10762,243
10763,354
10764,68
10765,4
10766,98
10767,54
10768,70
10769,281
10770,127
10771,314
10772,256
10773,141
10774,39
10775,126
10776,75
10777,58
10778,29
10779,203
10780,68
10781,51
10782,264
10783,325
10784,153
10785,184
10786,396
10787,242
10788,35
10789,22
10790,312
10791,108
10792,177
10793,315
10794,378
10795,236
10796,27
10797,2
10798,173
10799,81
10800,301
10801,200
10802,87
10803,364
10804,310
10805,72
10806,74
10807,117
10808,409
10809,364
10810,396
10811,53
10812,317
10813,6
10814,103
10815,273
10816,26
10817,11
10818,248
10819,23
10820,53
10821,0
10822,43
10823,10
10824,388
10825,26
10826,133
10827,55
10828,263
10829,135
10830,37
10831,82
10832,100
10833,111
10834,33
10835,245
10836,321
10837,54
10838,13
10839,123
10840,301
10841,133
10842,242
10843,108
10844,331
10845,114
10846,156
10847,214
10848,49
10849,299
10850,151
10851,110
10852,86
10853,396
10854,70
10855,294
10856,97
10857,19
10858,353
10859,25
10860,4
10861,77
10862,395
10863,203
10864,328
10865,64
10866,353
10867,398
10868,12
10869,363
10870,178
10871,74
10872,26
10873,20
10874,334
10875,360
10876,153
10877,358
10878,17
10879,17
10880,220
10881,224
10882,95
10883,44
10884,189
10885,25
10886,116
10887,77
10888,144
10889,353
10890,140
10891,138
10892,139
10893,226
10894,211
10895,88
10896,143
10897,74
10898,116
10899,394
10900,380
10901,396
10902,73
10903,282
10904,314
10905,147
10906,197
10907,130
10908,393
10909,112
10910,304
10911,271
10912,2
10913,162
10914,395
10915,116
10916,361
10917,339
10918,145
10919,88
10920,228
10921,372
10922,305
10923,33
10924,264
10925,41
10926,293
10927,39
10928,388
10929,32
10930,58
10931,372
10932,225
10933,218
10934,249
10935,116
10936,266
10937,28
10938,382
10939,364
10940,299
10941,81
10942,143
10943,330
10944,310
10945,86
10946,148
10947,173
10948,24
10949,375
10950,199
10951,43
10952,45
10953,30
10954,302
10955,123
10956,22
10957,62
10958,69
10959,11
10960,291
10961,375
10962,27
10963,259
10964,3
10965,347
10966,41
10967,249
10968,113
10969,251
10970,346
10971,4
10972,78
10973,253
10974,195
10975,306
10976,15
10977,333
10978,373
10979,182
10980,259
10981,168
10982,156
10983,49
10984,89
10985,13
10986,105
10987,188
10988,368
10989,342
10990,309
10991,386
10992,62
10993,191
10994,292
10995,88
10996,56
10997,306
10998,160
10999,366
11000,276
11001,409
11002,69
11003,361
11004,250
11005,376
11006,409
11007,64
11008,246
11009,356
11010,266
11011,15
11012,210
11013,254
11014,145
11015,121
11016,147
11017,71
11018,131
11019,153
11020,5
11021,308
11022,112
11023,303
11024,177
11025,45
11026,337
11027,383
11028,361
11029,185
11030,26
11031,2
11032,152
11033,131
11034,335
11035,313
11036,277
11037,75
11038,239
11039,64
11040,108
11041,111
11042,324
11043,351
11044,385
11045,353
11046,39
11047,348
11048,138
11049,25
11050,4
11051,213
11052,154
11053,134
11054,269
11055,329
11056,283
11057,49
11058,279
11059,24
11060,284
11061,55
11062,91
11063,121
11064,124
11065,388
11066,372
11067,132
11068,139
11069,339
11070,335
11071,0
11072,3
11073,226
11074,91
11075,213
11076,205
11077,284
11078,242
11079,112
11080,50
11081,347
11082,122
11083,297
11084,13
11085,332
11086,147
11087,128
11088,213
11089,16
11090,22
11091,389
11092,296
11093,216
11094,24
11095,33
11096,379
11097,43
11098,39
11099,385
11100,102
11101,127
11102,408
11103,377
11104,98
11105,31
11106,272
11107,242
11108,366
11109,207
11110,384
11111,274
11112,48
11113,31
11114,138
11115,21
11116,218
11117,81
11118,291
11119,368
11120,108
11121,60
11122,5
11123,23
11124,284
11125,401
11126,304
11127,380
11128,299
11129,152
11130,308
11131,199
11132,44
11133,357
11134,81
11135,147
11136,298
11137,344
11138,125
11139,110
11140,121
11141,299
11142,383
11143,130
11144,249
11145,122
11146,254
11147,96
11148,46
11149,320
11150,222
11151,379
11152,333
11153,13
11154,249
11155,153
11156,186
11157,161
11158,359
11159,27
11160,188
11161,357
11162,389
11163,146
11164,303
11165,147
11166,306
11167,384
11168,86
11169,207
11170,284
11171,117
11172,70
11173,87
11174,250
11175,268
11176,83
11177,383
11178,213
11179,380
11180,384
11181,189
11182,139
11183,110
11184,354
11185,287
11186,129
11187,18
11188,196
11189,389
11190,382
11191,62
11192,337
11193,80
11194,299
11195,150
11196,113
11197,157
11198,368
11199,88
11200,117
11201,159
11202,9
11203,353
11204,393
11205,415
11206,91
11207,390
11208,104
11209,271
11210,197
11211,156
11212,354
11213,361
11214,197
11215,37
11216,207
11217,136
11218,190
11219,400
11220,84
11221,288
11222,127
11223,122
11224,147
11225,316
11226,42
11227,116
11228,285
11229,46
11230,28
11231,391
11232,166
11233,413
11234,132
11235,346
11236,67
11237,328
11238,102
11239,401
11240,101
11241,49
11242,131
11243,305
11244,391
11245,202
11246,261
11247,134
11248,113
11249,36
11250,52
11251,149
11252,50
11253,321
11254,186
11255,30
11256,31
11257,200
11258,387
11259,114
11260,33
11261,50
11262,143
11263,18
11264,188
11265,195
11266,100
11267,394
11268,56
11269,331
11270,263
11271,24
11272,197
11273,224
11274,158
11275,336
11276,99
11277,406
11278,214
11279,340
11280,143
11281,27
11282,220
11283,395
11284,353
11285,2
11286,85
11287,394
11288,140
11289,141
11290,337
11291,66
11292,383
11293,377
11294,261
11295,53
11296,255
11297,142
11298,205
11299,375
11300,144
11301,149
11302,175
11303,202
11304,184
11305,126
11306,130
11307,390
11308,103
11309,150
11310,4
11311,89
11312,367
11313,80
11314,16
11315,187
11316,59
11317,206
11318,37
11319,15
11320,274
11321,256
11322,1
11323,337
11324,260
11325,285
11326,409
11327,62
11328,304
11329,26
11330,138
11331,74
11332,339
11333,387
11334,145
11335,210
11336,58
11337,164
11338,319
11339,363
11340,216
11341,10
11342,382
11343,340
11344,354
11345,119
11346,130
11347,76
11348,194
11349,271
11350,92
11351,252
11352,33
11353,103
11354,175
11355,218
11356,49
11357,212
11358,121
11359,207
11360,39
11361,48
11362,327
11363,311
11364,142
11365,379
11366,239
11367,281
11368,185
11369,384
11370,146
11371,277
11372,138
11373,6
11374,345
11375,186
11376,159
11377,23
11378,235
11379,82
11380,344
11381,247
11382,290
